title,display_title,author,work,doc_type,collection,chunks
Inward and Outward Strength Expression.pdf,Inward and Outward Strength Expression,Dr. Lucinda Poole and Dr. Hugo Alberts,,worksheet,science_bridge,6
Julian_of_Norwich_and_Mary_Baker_Eddy.pdf,Julian of Norwich and Mary Baker Eddy,Deidre Michell,,paper,unsorted,76
Karre-AA-Speaker-Transcript.pdf,Carrie Huff's Sobriety Journey,Carrie Huff,,transcript,addiction_recovery,42
Learning From Value-Based Actions of the Past.pdf,Learning From Value-Based Actions of the Past,,Positive Psychology Toolkit,worksheet,science_bridge,5
Learning to Say No.pdf,Learning to Say 'No',,Essentialism: The Disciplined Pursuit of Less,worksheet,unsorted,5
Leaving the Comfort Zone.pdf,Leaving the Comfort Zone,"Hugo Alberts, Lucinda Poole",,worksheet,metaphysics,9
Life_On_Earth_as_a_Product_of_Biological.pdf,Life (On Earth) as a Product of Biological Interaction? An Inquiry,Dozie Iwuh,,article,science_bridge,24
Life_time_and_hierarchy_of_memory_in_the.pdf,Life-time and hierarchy of memory in the dissipative quantum model of brain,Eleonora Alfinito and Giuseppe Vitiello,,paper,science_bridge,12
Little Gratitude Habits.pdf,Little Gratitude Habits,,,worksheet,science_bridge,5
"Loving Others, Better.pdf","Loving Others, Better",,,worksheet,unsorted,3
Making Important Things More Enjoyable.pdf,Making Important Things More Enjoyable,Elaine Houston,,worksheet,unsorted,6
Matching_and_selection_of_a_specific_sub.pdf,Matching and Selection of a Specific Subjective Experience: Congruate Matching and Experience,Ram Lakhan Pandey Vimal,Journal of Integrative Neuroscience,article,science_bridge,350
Matter_and_Mind_are_Entangled_in_EEG_Amp.pdf,Matter and Mind are Entangled in EEG Amplitude Modulation and its Double,Walter J Freeman and Giuseppe Vitiello,,paper,science_bridge,29
Maximizing the ROI of Your Time.pdf,Maximizing the ROI of Your Time,Dr. Hugo Alberts and Elaine Houston,,worksheet,unsorted,8
Meaningful Photography.pdf,Meaningful Photography,Michael Steger,,worksheet,healing_modalities,4
Mental Status Exam - Exploring Strengths.pdf,Mental Status Exam: Exploring Strengths,,,worksheet,unsorted,2
Minds_Membranes_Microtubules_and_Madness.pdf,"Minds, Membranes, Microtubules and Madness",,,paper,science_bridge,83
Motivational Vision Board.pdf,Motivational Vision Board,,,article,science_bridge,9
Moving from Rational Gratitude to Experiential Gratitude Meditation.pdf,Moving from Rational Gratitude to Experiential Gratitude Meditation,Robert Emmons,,article,science_bridge,6
Murphey-POSM-CH-3.pdf,The Miracle Working Power of the Subconscious Mind,Joseph Murphy,The Power of the Subconscious Mind,book,metaphysics,19
Murphey-POSM-CH-5.pdf,The Healing Power of the Subconscious Mind,Joseph Murphy,The Power of the Subconscious Mind,book,metaphysics,13
Murphey-POSM-CH-6.pdf,Practical Techniques in Mental Healings,Joseph Murphy,The Power of the Subconscious Mind,book,metaphysics,23
Murphy-POSM-CH-1.pdf,Unlocking the Power of Your Subconscious Mind,Joseph Murphy,The Power of the Subconscious Mind,book,metaphysics,17
Murphy-POSM-CH-2.pdf,How The Mind Works - Conscious and Subconscious Mind,Joseph Murphy,The Power of the Subconscious Mind,book,metaphysics,24
Must_Phenomenology_remain_Cartesian.pdf,Must Phenomenology Remain Cartesian?,,,paper,unsorted,52
My Gravestone.pdf,My Gravestone,,,worksheet,science_bridge,3
Mystical_experience_and_global_revolutio.pdf,Mystical Experience and Global Revolution,Mike Sosteric,,paper,metaphysics,47
Naikan Reflection.pdf,Naikan Reflection,,,article,addiction_recovery,5
Neurobiological Addiction Article_Scientific Journal.pdf,Neurobiology of Addiction,,The New England Journal of Medicine,article,addiction_recovery,30
New_Thinking_New_Thought_New_Age_The_The.pdf,"New Thinking, New Thought, New Age: The Theology and Influence of Emma Curtis Hopkins (1849-1925)",Deidre Michell,Flinders University Postgraduate Conference,paper,metaphysics,34
New_Thought_and_the_Inner_Child_in_Franc.pdf,New Thought and the Inner Child in Frances Hodgson Burnett’s Little Lord Fauntleroy,Anne Stiles,Nineteenth-Century Literature,article,healing_modalities,46
Notes_on_the_Intentionality_of_Conscious.pdf,Notes on the Intentionality of Consciousness,,,worksheet,metaphysics,71
OFS_25_Psychedelic_Induced_Transpersonal.pdf,"Psychedelic Induced Transpersonal Experiences, Therapies, and Their Implications for Transpersonal Psychology",Thomas B. Roberts and Michael J. Winkelman,,chapter,science_bridge,48
Observing Anxiety Mindfully.pdf,Observing Anxiety Mindfully,,,worksheet,healing_modalities,3
On_Not_Living_in_the_Primordial_World_Hu.pdf,On Not Living in the Primordial World: Husserl's Correction of his Fifth Cartesian Meditation,ROBERT WELSH JORDAN,,paper,metaphysics,32
Oral_Histories_and_Enlightened_Witnessin.docx,Oral Histories and Enlightened Witnessing,Dee Michell,Children’s Voices from the Past. New Historical and Interdisciplinary Perspectives,chapter,unsorted,37
Outline_for_course_content_Phenomenologi.pdf,Ethics and Value Theory,,,notes,unsorted,38
Personal Energy Restoration Plan.pdf,Personal Energy Restoration Plan,,,worksheet,unsorted,8
Personalizing Strengths.pdf,Personalizing Strengths,,Positive Psychology Toolkit,worksheet,science_bridge,3
Phenomenology_by_Husserl.docx,Phenomenology,Edmund Husserl,,paper,metaphysics,21
Phenomenology_of_reflection.pdf,Phenomenology of Reflection,Dan Zahavi,,chapter,metaphysics,35
Phenomenology_of_time_consciousness_defe.pdf,A Phenomenology of Time-Consciousness,,,thesis,metaphysics,191
Pink_Floyds_The_Wall_A_Psychological_Spi.pdf,Pink Floyd’s The Wall – A Psychological/Spiritual Classic,Mike Sosteric,,paper,science_bridge,8
Plant_medicines.pdf,Breaking Convention 2023 Conference Programme,,,conference programme,science_bridge,204
Planting_a_seed_encouraging_service_user.pdf,Planting a seed: encouraging service users towards educational goals,"Michele Jarldorn, Liz Beddoe, Heather Fraser & Dee Michell",Social Work Education,article,science_bridge,36
Pouring_in_the_Gold.pdf,Pouring in the Gold,Dee Michell,,paper,healing_modalities,13
Practicing Essentialism at Work.pdf,Practicing Essentialism at Work,Dr. Lucinda Poole and Dr. Hugo Al,,worksheet,unsorted,8
Priority Dartboard.pdf,Priority Dartboard,Elaine Houston,,worksheet,unsorted,7
Proctor-Best-Paradigm-1.pdf,Transforming Your Life through Paradigm Shifts and Financial Independence,Bob Proctor,,transcript,metaphysics,24
Proctor-U-Paradigm-1.pdf,Proctor-U-1: Paradigm Changing Your Paradigm for Financial Success,Bob Proctor,,transcript,metaphysics,35
Proctor-U-Paradigm-2.pdf,Changing Paradigms,Bob Proctor,,transcript,metaphysics,14
Promoting Altruism to Enhance Purpose.pdf,Promoting Altruism to Enhance Purpose,"Delvina Miremadi-Baldino, Ph.D.",,worksheet,science_bridge,5
Psychedelic_Induced_Transpersonal_Experi.pdf,"Psychedelic Induced Transpersonal Experiences, Therapies, and Their Implications for Transpersonal Psychology",Thomas B. Roberts and Michael J. Winkelman,,chapter,science_bridge,48
Psychedelic_Substances_And_The_Alleviati.pdf,"On The Nature of Psychedelic Substances, The Profound Experiences They Engender, And The Alleviation Of Neuroexistential Angst",Edward Burston,,thesis,addiction_recovery,117
Psychedelic_synaesthesia_New_light_on_an.pdf,3rd International Conference on Psychedelic Consciousness,,,conference program,metaphysics,152
Psychedelics_eco_consciousness_and_ecolo.pdf,Breaking Convention 2023 Conference Programme,,,conference programme,science_bridge,204
Quantum_Brain_Dynamics_A_Possibility_of.pdf,Quantum Brain Dynamics. A Possibility of Having a Quantum Interpretation of the Brain,Dozie Iwuh O.S.A,,paper,science_bridge,31
Quantum_Intentionality.pdf,Quantum Intentionality,Gordon Globus,NeuroQuantology,article,science_bridge,38
Quantum_Noise_Induced_Entanglement_and_C.pdf,Quantum noise induced entanglement and chaos in the dissipative quantum model of brain,Eliano Pessa and Giuseppe Vitiello,,paper,science_bridge,30
Quantum_neurophysics_From_non_living_mat.pdf,Quantum neurophysics: From non-living matter to quantum neurobiology and psychopathology,"Sultan Tarlacı, Massimo Pregnolato",,paper,science_bridge,86
Quid_est_christianum_esse_Recognizing_a.pdf,Recognizing a Christian,,,paper,unsorted,438
REDUCTION_AND_SOLIPSISM_Edmund_Husserls.pdf,"Reduction and Solipsism, Edmund Husserl's Method of Reduction and Solipsism Critique Presented Against It",Minna-Kerttu Vienola,,paper,unsorted,199
Readiness to Change Assessment.pdf,Readiness to Change Assessment,,,worksheet,healing_modalities,12
Real_Life_Super_Heroes.pdf,Real Life Super Heroes,Dee Michell,,paper,unsorted,108
Recovering_from_Doing_Research_as_a_Surv.pdf,Recovering from Doing Research as a Survivor-Researcher,Dee E. Michell,The Qualitative Report,article,healing_modalities,42
Removing Relationship Disturbances.pdf,Removing Relationship Disturbances,Dr. Jeremy Sutton,,worksheet,science_bridge,1
Resolving Jealousy Using the Camera-Lens Metaphor.pdf,Resolving Jealousy Using the Camera-Lens Metaphor,Dr. Lucinda Poole and Dr. Hugo Alberts,,worksheet,unsorted,8
Response_to_Saad_The_Sociology_of_Spirit.pdf,Response to Saad: The Sociology of Spirituality,Mike Sosteric,,article,metaphysics,15
Rethinking_the_Origins_and_Purpose_of_Re.pdf,"Rethinking the Origins and Purpose of Religion: Jesus, Constantine, and the Containment of Global Revolution",Mike Sosteric,Athens Journal of Social Sciences,article,unsorted,46
Review_of_Edmund_Husserls_Edmund_Husserl.pdf,"Vorlesungen über Ethik und Wertlehre, 1908-1914",Edmund Husserl,"Husserliana, Vol. 28",book,unsorted,30
Rocket_Scientists_Guide_to_Authentic_Spi.pdf,Rocket Scientists’ Guide to Authentic Spirituality,Mike Sosteric,,book,metaphysics,229
Sales Packet - Study Materials.pdf,Teacher Recommended Media and Literature by Chapter,Gabor Mate,,worksheet,science_bridge,19
Savor the Moment.pdf,Savor the Moment,Rachel Colla,,worksheet,science_bridge,4
Self-Assessment for Assertiveness Self-Discovery.pdf,Self-Assessment for Assertiveness Self-Discovery,Dr. Jeremy Sutton,,worksheet,unsorted,1
Self-Concordant Goal Analysis.pdf,Self-Concordant Goal Analysis,,,article,unsorted,10
Self-Contract.pdf,Self-Contract,Howard Kirschenbaum,Values Clarification,worksheet,science_bridge,4
Self-Esteem Journal For Adults Worksheet.pdf,Self-Esteem Journal For Adults,,,worksheet,healing_modalities,1
Silent Gratitude Mapping.pdf,Silent Gratitude Mapping,Rachel Colla,,worksheet,unsorted,4
Similarities_in_Difficulties_Australians.docx,Similarities in Difficulties: Australians raised in Out-of-home care,Pam Petrilli & Deidre Michell,"Challenges to Living Together. Transculturalism, Migration, Exploitation",chapter,unsorted,33
Softening_the_crystal_scaffold_for_lifes.pdf,Softening the “crystal-scaffold” for life’s emergence,Gargi Mitra-Delmotte and Asoke Nath Mitra,,paper,unsorted,51
Some_reflections_on_Husserlian_intention.pdf,"Some reflections on Husserlian intentionality, intentionalism, and non-propositional contents",Corijn van Mazijk,Canadian Journal of Philosophy,article,metaphysics,42
Spirited_Pioneer_The_Life_of_Emma_Hardin.docx,Spirited Pioneer: The Life of Emma Hardinge Britten,Lisa Ann Howe,,dissertation,unsorted,289
Strength Collisions.pdf,Strength Collisions,"Hugo Alberts, Lucinda Poole",,worksheet,science_bridge,6
Strength Journaling.pdf,Strength Journaling,Dr. Lucinda Poole and Dr. Hugo Alberts,,worksheet,science_bridge,6
Strengths Interviewing Guidelines.pdf,Strengths Interviewing Guidelines,,Positive Psychology Toolkit,worksheet,science_bridge,6
Strengths Spotting in Groups.pdf,Strengths Spotting in Groups,,Positive Psychology Toolkit,worksheet,science_bridge,3
Strengths in Significant Moments.pdf,Strengths in Significant Moments,,Positive Psychology Toolkit,worksheet,science_bridge,3
Summing_it_up_What_we_think_we_know_abou.pdf,Divine Molecule Talks at Tyringham – Part II,,,transcript,metaphysics,50
Symmetries_and_Metamorphoses.pdf,Symmetries and Metamorphoses,Giuseppe Vitiello,,paper,science_bridge,48
Task Prioritization.pdf,Task Prioritization,,Positive Psychology Toolkit,article,unsorted,10
Teaching_Islam_to_Islam_Teachers_Islamic.pdf,2016 AAR Annual Meeting Preliminary Program,,,program,unsorted,284
Team Branding.pdf,Team Branding,,,worksheet,unsorted,4
Telling an Empathy Story.pdf,Telling an Empathy Story,Dr. Jeremy Sutton,,worksheet,unsorted,1
Template+Link_Notion+Habit+Journal.pdf,Notion Habit Journal,,,worksheet,unsorted,1
The 80-20 Way to Productivity.pdf,The 80/20 Way to Productivity,Dr. Hugo Alberts and Elaine Houston,,worksheet,unsorted,12
The Beyond Limitation Question Technique.pdf,The Beyond Limitation Question Technique,,,worksheet,science_bridge,3
The Biology of Belief Cover and 1st Chapter.pdf,The Biology of Belief,Bruce Lipton,,book,science_bridge,46
The Bull's-Eye Values Survey.pdf,The Bull’s-Eye Values Survey,Tobias Lundgren,,worksheet,unsorted,5
The Costs of Perfectionism at Work.pdf,The Costs of Perfectionism at Work,Dr. Lucinda Poole and Dr. Hugo Alberts,,worksheet,unsorted,7
The Five Senses Worksheet.pdf,The Five Senses Worksheet,,,worksheet,healing_modalities,2
The Freelancer Approach.pdf,The Freelancer Approach,,,worksheet,unsorted,2
The Strengths of Inspirational People.pdf,The Strengths of Inspirational People,,,worksheet,unsorted,3
The Ultimate Motivational Interviewing Guide.pdf,The Ultimate Motivational Interviewing Guide,Gabor Mate,,article,science_bridge,11
The Values Diagrams.pdf,The Values Diagrams,,,worksheet,science_bridge,3
The Values Lantern.pdf,The Values Lantern,Brené Brown,,worksheet,science_bridge,5
The Win-Win Waltz Worksheet (2).pdf,The Win-Win Waltz Worksheet,"Susan Heitler, Ph.D.",,worksheet,healing_modalities,1
The-Power-of-Your-Subconscious-Mind-by-Joseph-Murphy-SMSE-2010-pdf.pdf,The Power of Your Subconscious Mind,Joseph Murphy,,book,science_bridge,383
The-Secret-Teachings-of-All-Ages-Manly-Hall-pdf.pdf,The-Secret-Teachings-of-All-Ages-Manly-Hall-pdf.pdf,Manly P. Hall,,,unsorted,1420
The_Dissipative_Quantum_Model_of_the_Bra.pdf,The Dissipative Quantum Model of the Brain: How Consciousness (of the Other) Arises from the Interactive Process of the Body-Brain and Environment. Our Igwebuike-ness is Quantum,"Dozie Iwuh, OSA",AMAMIHE: Journal of Applied Philosophy,article,science_bridge,65
The_Doubling_of_the_Degrees_of_Freedom_i.pdf,"The Doubling of the Degrees of Freedom in Quantum Dissipative Systems, and the Semantic Information Notion and Measure in Biosemiotics",Gianfranco Basti,Proceedings,paper,science_bridge,20
The_Home_of_Truth_The_Metaphysical_World.pdf,The Home of Truth: The Metaphysical World of Marie Ogden,Stanley J. Thayne,,thesis,metaphysics,160
The_Husserl_Dictionary.pdf,The Husserl Dictionary,,,book,unsorted,877
The_Husserlian_Project_of_Formal_Logic_a.pdf,The Husserlian Project of Formal Logic,Carlos Lobo,,paper,unsorted,414
The_Mechanisms_of_Psychedelic_Visionary.pdf,The Mechanisms of Psychedelic Visionary Experiences: Hypotheses from Evolutionary Psychology,Michael J. Winkelman,,article,science_bridge,83
The_Nature_of_Belief_and_the_Method_of_J.pdf,The Nature of Belief and the Method of Its Justification in Husserl’s Philosophy,Carlos Sanchez,Indo-Pacific Journal of Phenomenology,paper,metaphysics,36
The_Neuro_Significance_of_the_Human_Facu.pdf,The Neuro-Significance of the Human Faculty of the Will: Emphasizing and Understanding the Operations of the Will in Medical Science,Dozie Iwuh,,paper,science_bridge,26
The_Passive_Syntheses_of_Time.pdf,The Passive Syntheses of Time,,,paper,unsorted,70
The_Quantum_Nature_of_Biological_Intelli.pdf,The Quantum Nature of Biological Intelligence,"Manzalini A, Galeazzi B",,paper,science_bridge,46
The_Religious_Revolution_Elizabeth_Cady.pdf,The Religious Revolution: Elizabeth Cady Stanton’s The Woman’s Bible and Eliza Farnham’s Truth in Woman Movement,John Erickson,,paper,unsorted,119
The_Saltatory_Sheaf_Odyssey_of_a_Monadol.pdf,The Saltatory Sheaf-Odyssey of a Monadologist,Gordon Globus,NeuroQuantology,article,science_bridge,29
The_Science_of_Ascension_A_Neurologicall.pdf,"The Science of Ascension: Bodily Ego, Consciousness, Connection",Dr. Mike Sosteric,,article,science_bridge,70
The_Visualization_of_Time_in_Fifteenth_C.pdf,The Visualization of Time in Fifteenth Century,,,paper,metaphysics,353
The_dissipative_quantum_model_of_brain_h.pdf,The dissipative quantum model of brain: how do memory localize in correlated neuronal domains,"Eleonora Alfinito, Giuseppe Vitiello",,paper,science_bridge,23
Theosophy_New_Thought_and_New_Age_Movem.pdf,The Role of Clara Muhammad in Black Muslim Activism,,,article,metaphysics,64
Therapeutic_Culture_and_Religion_in_Amer.pdf,Therapeutic Culture and Religion in America,Katja Rakow,Religion Compass,article,healing_modalities,43
Three Good Things.pdf,Three Good Things,,,worksheet,healing_modalities,6
Toward_a_Quantum_Psychiatry_Hallucinatio.pdf,"Toward a Quantum Psychiatry: Hallucination, Thought Insertion and DSM",Manly P. Hall,NeuroQuantology,article,science_bridge,40
Toxic_Socialization.pdf,Toxic Socialization: A theory of human dysfunction,Mike Sosteric,,paper,science_bridge,121
Traces_of_a_Feminist_Protest_Kylie_Tenna.docx,Traces of a Feminist Protest: Kylie Tennant’s novel Tell Morning This,Dee Michell,,chapter,unsorted,39
Turning “You” into “I” Spreadsheet.pdf,Turning “You” into “I”,Dr. Jeremy Sutton,,worksheet,unsorted,1
Using Intrinsic Values to Promote Goal Commitment.pdf,Using Intrinsic Values to Promote Goal Commitment,,,article,unsorted,9
Using Role Models to Facilitate Goal Achievement.pdf,Using Role Models to Facilitate Goal Achievement,,Positive Psychology Toolkit,article,science_bridge,5
VIA Signature Strengths Scoring Sheet.pdf,VIA Signature Strengths Scoring Sheet,,,worksheet,science_bridge,4
Value Cards.pdf,Value Cards,Chris LeBaudour,,worksheet,science_bridge,7
Values Vision Board.pdf,Values Vision Board,,,worksheet,unsorted,4
Values-Based Goal Setting.pdf,Values-Based Goal Setting,,,worksheet,science_bridge,9
Vico_and_the_Phenomenology_of_the_Moral.pdf,Vico and the Phenomenology of the Moral Sphere,Robert Welsh Jordan,Social Research,article,science_bridge,20
Vid Transcripts 3:28:25 dharma talk.pdf,Never Knowing Where We Fly,,,transcript,metaphysics,29
What Strengths Do Others See.pdf,What Strengths Do Others See?,Dr. Jeremy Sutton,,worksheet,science_bridge,1
What_is_Religion.docx,What is Religion?,Dr. Mike Sosteric,Athabasca University Sociology 231: The Sociology of Religion,paper,metaphysics,90
Women_Journeying_With_Spirit.pdf,Women Journeying with Spirit,Deidre Michell & Jude Noble,,book,metaphysics,315
Womens_Religious_Leadership_in_the_Unit.pdf,Women's Religious Leadership in the United States,Catherine Wessinger,,book,unsorted,71
Word_of_light_Dante_and_Bartolomeo_da_Bo.pdf,Word of Light: Dante and Bartolomeo da Bologna,,,paper,unsorted,356
Workplace Mindfulness.pdf,Workplace Mindfulness,Dr. Jeremy Sutton,,article,unsorted,2
Writing as a Metaphor for Strength and Weakness.pdf,Writing as a Metaphor for Strength and Weakness,,,worksheet,science_bridge,3
Your Personal Flow Profile.pdf,Your Personal Flow Profile,Elaine Houston,,worksheet,unsorted,9
syllabus_Introduction_to_American_Religi.pdf,Introduction to American Religion: A Novel Approach,Nathan Fredrickson,,syllabus,unsorted,116
« Les 12 étapes des AA » avec le père Martin..pdf,The 12 Steps of Alcoholics Anonymous,,,transcript,addiction_recovery,24
